iter	Logloss
383	0.3357681373
384	0.3356930391
385	0.335421523
386	0.3350106356
387	0.33490428
388	0.3346370539
389	0.3345671243
390	0.3343889919
391	0.3342657998
392	0.3341188739
393	0.3340084555
394	0.3339242797
395	0.3337815326
396	0.3335408752
397	0.3333474616
398	0.3332880706
399	0.3331878009
400	0.3331024127
401	0.3330494867
402	0.3329474803
403	0.332887973
404	0.3326253355
405	0.3320234842
406	0.3318933462
407	0.3317963537
408	0.3316976212
409	0.3315937865
410	0.330232354
411	0.3301139011
412	0.3297806019
413	0.3295989821
414	0.3285838096
415	0.3284030372
416	0.3280521143
417	0.3279853548
418	0.327834998
419	0.327412033
420	0.3272144726
421	0.326836299
422	0.3266388682
423	0.3265440847
424	0.3260517464
425	0.3259600395
426	0.3258920453
427	0.3254466991
428	0.3253412705
429	0.3249794305
430	0.3248686563
431	0.3247832435
432	0.3246060917
433	0.3244053724
434	0.3241724166
435	0.3229019264
436	0.32281886
437	0.3226062003
438	0.3224818
439	0.3223942531
440	0.3222714459
441	0.3222073254
442	0.3214437398
443	0.3213402333
444	0.3212058397
445	0.3209701093
446	0.3208294445
447	0.3207587353
448	0.320685785
449	0.3205779157
450	0.3202058098
451	0.3198971429
452	0.3198198798
453	0.3197707415
454	0.3197063081
455	0.319544295
456	0.3192482183
457	0.3191135017
458	0.3189717186
459	0.3183857197
460	0.3183196414
461	0.3182563177
462	0.3181503586
463	0.317669919
464	0.3175598419
465	0.3174681397
466	0.3170978819
467	0.3159149693
468	0.3158001543
469	0.3157416386
470	0.3156535134
471	0.3154188548
472	0.3153507959
473	0.3147525825
474	0.3146571773
475	0.3145911035
476	0.314536158
477	0.3144120567
478	0.3142313276
479	0.3141685604
480	0.3141102913
481	0.3140086009
482	0.3138765751
483	0.3136587755
484	0.3134741796
485	0.3125366452
486	0.3124667182
487	0.3123278685
488	0.3122555916
489	0.3121497531
490	0.3120627805
491	0.3117147043
492	0.311532828
493	0.3114562121
494	0.3113909822
495	0.3112130369
496	0.3111526505
497	0.3110759558
498	0.3107252823
499	0.3106552284
500	0.3106004962
501	0.3103441867
502	0.3102053955
503	0.3101354285
504	0.3097483488
505	0.3096495887
506	0.3092101018
507	0.3088941262
508	0.308713794
509	0.3085521793
510	0.308474794
511	0.308300697
512	0.3082175051
513	0.3081053539
514	0.3080317688
515	0.3076414547
516	0.3075523835
517	0.306877242
518	0.3066829962
519	0.3064564267
520	0.3061021278
521	0.30600663
522	0.305883025
523	0.3057934629
524	0.3051768697
525	0.3048636613
526	0.304745968
527	0.3042419086
528	0.3041269099
529	0.3039952045
530	0.3038455668
531	0.3036927027
532	0.3036452514
533	0.3034767365
534	0.3033890406
535	0.3033379094
536	0.3027931099
537	0.3021687106
538	0.3020147678
539	0.3016378202
540	0.3015497718
541	0.3014712114
542	0.3011392881
543	0.3010839265
544	0.3008023719
545	0.3005913344
546	0.3000278844
547	0.2998270992
548	0.2997076102
549	0.2996277578
550	0.2993331391
551	0.2992659217
552	0.2989909732
553	0.2988836702
554	0.2987383141
555	0.2980510031
556	0.2977905659
557	0.2976897333
558	0.2969152001
559	0.2968280069
560	0.2965723268
561	0.2962895096
562	0.2959619649
563	0.2959132126
564	0.2958493995
565	0.2956292201
566	0.2951988797
567	0.2949627827
568	0.2943290931
569	0.2941629037
570	0.2940543843
571	0.2939917376
572	0.2935665112
573	0.2935027971
574	0.2932460497
575	0.2932047262
576	0.2931676314
577	0.2930578808
578	0.2929654933
579	0.2925299879
580	0.292113774
581	0.2917166062
582	0.2914396623
583	0.2913261596
584	0.2912399908
585	0.2911874471
586	0.2910986116
587	0.2910452078
588	0.2909860157
589	0.2907787962
590	0.2907202291
591	0.2906608417
592	0.2905189269
593	0.2904219838
594	0.2903671397
595	0.2902334185
596	0.2901246999
597	0.2900534567
598	0.2900129896
599	0.2898104865
600	0.2895390729
601	0.2889712232
602	0.2888880367
603	0.2887601617
604	0.2886408169
605	0.2885089678
606	0.2883865314
607	0.2883224547
608	0.2882656861
609	0.2882015209
610	0.2881185823
611	0.2875812148
612	0.2873701707
613	0.2873237425
614	0.2871872669
615	0.2866917607
616	0.286550306
617	0.2862833167
618	0.2861697729
619	0.2860965334
620	0.2858723384
621	0.2857936727
622	0.2855150925
623	0.2850134365
624	0.2848898919
625	0.2848358912
626	0.2847687693
627	0.2842866706
628	0.2840163527
629	0.2837084781
630	0.2836494007
631	0.2835233924
632	0.2834720404
633	0.2833922421
634	0.2829502937
635	0.2827639816
636	0.2826498454
637	0.2825838784
638	0.2824842038
639	0.282410788
640	0.2822537895
641	0.2822086399
642	0.2820649496
643	0.2819864991
644	0.2817772155
645	0.2815810262
646	0.2812640471
647	0.2811590739
648	0.2810819577
649	0.2808915616
650	0.2807932127
651	0.2807022827
652	0.2806197918
653	0.2805592841
654	0.2804972986
655	0.2804106445
656	0.2803668373
657	0.280302582
658	0.28020213
659	0.2798500332
660	0.2794153672
661	0.278771803
662	0.2786789389
663	0.2784900208
664	0.2780517114
665	0.2778696744
666	0.2777742518
667	0.2777136992
668	0.2776378459
669	0.2775588433
670	0.2772918414
671	0.2770425001
672	0.2768512059
673	0.2764030408
674	0.2762982767
675	0.276231594
676	0.2757276023
677	0.2756629037
678	0.2755794101
679	0.2752947195
680	0.2748430135
681	0.2745743389
682	0.2745169798
683	0.2744353953
684	0.2742784385
685	0.2740024312
686	0.2737092365
687	0.2735793581
688	0.2733196319
689	0.2731452281
690	0.2730549217
691	0.2729601
692	0.2728435116
693	0.2723999133
694	0.2719514443
695	0.2717594663
696	0.2716651664
697	0.2712368877
698	0.2711786126
699	0.2710373437
700	0.2709323498
701	0.2708217752
702	0.2707439163
703	0.2706699501
704	0.2706150871
705	0.2704652557
706	0.2704287115
707	0.2703125852
708	0.2702616716
709	0.2700451782
710	0.2698784668
711	0.2695108655
712	0.2692645376
713	0.2691396264
714	0.2690854673
715	0.2690299094
716	0.2689696376
717	0.2686550886
718	0.268559366
719	0.2684382322
720	0.2683915751
721	0.2683000895
722	0.2682404523
723	0.2681697865
724	0.268122054
725	0.2680669519
726	0.2679524653
727	0.2679004376
728	0.2676042533
729	0.2673697597
730	0.26728341
731	0.2670604873
732	0.2669971148
733	0.2665988193
734	0.2664703833
735	0.2664116193
736	0.2658912702
737	0.2655189803
738	0.2654746734
739	0.2653070573
740	0.2652213795
741	0.2651533416
742	0.2650959569
743	0.2648538265
744	0.2647872832
745	0.2644170396
746	0.2643237397
747	0.2641875927
748	0.2641211549
749	0.2640698927
750	0.2639033287
751	0.2637745038
752	0.2636802675
753	0.2632740209
754	0.2632054168
755	0.2628735847
756	0.2627410231
757	0.2625946585
758	0.2625062219
759	0.2624439777
760	0.2623685471
761	0.2622255113
762	0.2618296231
763	0.261667129
764	0.261403448
765	0.2613328825
766	0.2612314469
767	0.2611849075
768	0.2611363761
769	0.2610768299
770	0.2610210664
771	0.2609519744
772	0.2606458631
773	0.2606033709
774	0.2605257119
775	0.2604572602
776	0.2603971675
777	0.2603217588
778	0.2602191699
779	0.2601720622
780	0.2601007406
781	0.2600023097
782	0.2599078068
783	0.2598236883
784	0.2597676431
785	0.2596963635
786	0.2596413597
787	0.2595836704
788	0.2595322773
789	0.2593026068
790	0.2592572106
791	0.2589669121
792	0.2588824245
793	0.258833557
794	0.2587462859
795	0.2584135609
796	0.2583671006
797	0.2583238488
798	0.2582760896
799	0.2582028066
